"id","hhid","adm3","pack","variety_a","variety_b","variety_c","adm1","gender","age","elevation","lon","lat","planting_date","harverst_date","irrigation","fertilization","slope","vigor_best","vigor_worst","size_best","size_worst","pest_resistance_best","pest_resistance_worst","disease_resistance_best","disease_resistance_worst","drought_resistance_best","drought_resistance_worst","yield_best","yield_worst","market_value_best","market_value_worst","taste_best","taste_worst","overall_best","overall_worst","local_vs_var_a","local_vs_var_b","local_vs_var_c"
"honduras_salvador_rojo_2015_193",33446,"Palo Galan","paquete 111","Amadeus 77","RRH 336-28","BRT 103- 182","Santa Rosa guachipilin","M",47,NA,NA,NA,"2015-09-26","2015-12-11","No","Yes","medium","A","B","A","B","A","C","A","C","A","C","A","B","A","B","A","B","A","C","Better","Worse","Worse"
"honduras_salvador_rojo_2015_2",21881,"San Francisco Cones","paquete 137","Seda","MHR 311-17","SJC 730-79","Sensenti","M",42,NA,-88.92814636,14.50183202,"2015-09-12","2015-12-02","No","Yes","plain","C","A","C","A",NA,NA,NA,NA,NA,NA,"C","A","C","B","C","A","C","A","Worse","Worse","Better"
"honduras_salvador_rojo_2015_21",51608,"Veracruz","paquete 154","SJC 730-79","RRH 336-28","Seda","Sinuapa","M",63,NA,-89.33395386,14.45196876,"2015-09-13","2015-12-03","No","Yes","medium","C","A","A","C",NA,NA,"C","A","C","A","C","A","C","B","C","A","C","A","Worse","Worse","Better"
"honduras_salvador_rojo_2015_22",51590,"Veracruz","paquete 159","RS 909-35","RS 907-28","ALS 0532-6","Sinuapa","M",31,NA,-89.32983398,14.44265971,"2015-10-05","2016-01-15",NA,"No","plain","B","A","B","A","B","A","B","A",NA,NA,"B","A","B","A","B","A","B","A","Worse","Better","Worse"
"honduras_salvador_rojo_2015_24",51707,"Veracruz","paquete 160","Amadeus 77","Seda","BRT 103- 182","Sinuapa","M",27,NA,-89.33532715,14.43734008,"2015-10-18","2016-01-11",NA,"Yes","plain","C","A","C","B","C","A","C","A",NA,NA,"C","A","B","A","B","C","B","A","Worse","Better","Worse"
"honduras_salvador_rojo_2015_25",30755,"San Ramon","paquete 9","RS 909-35","BRT 103- 182","MHR 311-17","Citala","M",54,NA,-89.1707941,14.3166653,"2015-09-15","2015-12-12","No","Yes","medium","A","C","A","C","A","C","A","C",NA,NA,"A","C","A","C","B","C","A","C","Better","Worse","Worse"
"honduras_salvador_rojo_2015_26",30737,"San Ramon","paquete 10","RS 907-28","Seda","Amadeus 77","Citala","F",51,NA,-89.1708074,14.3166343,"2015-09-15","2015-12-10","No","Yes","medium","B","C","B","C","B","C","B","C",NA,NA,"B","C","B","C","B","C","B","C","Worse","Better","Worse"
"honduras_salvador_rojo_2015_27",30773,"San Ramon","paquete 11","SJC 730-79","RRH 336-28","SRS2-36-34","Citala","M",49,NA,-89.1708452,14.3165942,"2015-09-30","2015-12-09","No","Yes","plain","A","B","A","B","A","C","A","C",NA,NA,"A","C","A","C","A","C","A","C","Better","Worse","Worse"
"honduras_salvador_rojo_2015_29",30728,"San Ramon","paquete 13","MHR 311-17","Seda","Amadeus 77",NA,"M",57,NA,-89.1708069,14.3166387,"2015-09-18","2015-12-13","No","Yes","plain","C","A","C","A","C","A","C","A","C","A","C","B","C","B","C","B","C","A","Worse","Worse","Worse"
"honduras_salvador_rojo_2015_3",21890,"San Francisco Cones","paquete 138","RS 907-28","RRH 336-28","ALS 0532-6","Sensenti","F",62,NA,-88.92333984,14.50116725,"2015-10-12","2015-12-30","No","Yes","medium","C","A","C","A",NA,NA,NA,NA,NA,NA,"C","B","B","A","C","B","C","A","Worse","Worse","Better"
"honduras_salvador_rojo_2015_30",30557,"San Ramon","paquete 14","SJC 730-79","RS 907-28","RRH 336-28","Citala","M",44,NA,-89.1708603,14.3165663,"2015-09-30","2015-11-25","No","Yes","medium","A","C","A","C","A","C","A","C",NA,NA,"A","C","A","C","A","C","A","C","Better","Worse","Worse"
"honduras_salvador_rojo_2015_31",28325,"Gualcho","paquete 15","SRS2-36-34","RS 909-35","BRT 103- 182","La Palma","M",54,NA,-89.1707783,14.3166909,"2015-09-17","2015-12-16","No","Yes","medium","C","B","C","B","C","A","C","A","C","A","C","B","B","C","B","C","C","A","Worse","Worse","Better"
"honduras_salvador_rojo_2015_32",28334,"Gualcho","paquete 16","ALS 0532-6","Seda","MHR 311-17","Citala","M",65,NA,-89.170806,14.3166402,"2015-09-20","2015-12-08","No","Yes","medium","A","C","A","C","A","B","A","B",NA,NA,"C","A","C","A","C","A","C","B","Worse","Worse","Better"
"honduras_salvador_rojo_2015_33",28343,"Gualcho","paquete 17","RRH 336-28","Amadeus 77","SJC 730-79","Citala","M",49,NA,-89.1708613,14.3165661,"2015-09-18","2015-12-14","No","Yes","medium","B","A","B","A","B","A","B","A","B","A","B","C","C","B","C","B","B","A","Worse","Better","Worse"
"honduras_salvador_rojo_2015_34",28352,"Gualcho","paquete 18","BRT 103- 182","SRS2-36-34","RS 907-28","Citala","F",43,NA,-89.170796,14.316667,"2015-09-17","2015-11-30","No","Yes","high","C","A","C","A","C","A","C","A",NA,NA,"C","B","C","B","C","B","C","A","Worse","Worse","Better"
"honduras_salvador_rojo_2015_36",28271,"Gualcho","paquete 20","ALS 0532-6","SJC 730-79","Amadeus 77","Citala","F",43,NA,-89.1708603,14.3165663,"2015-09-21","2015-12-13","No","No","medium","A","C","A","C","A","C","A","C","A","C","A","C","A","C","A","C","A","B","Better","Worse","Worse"
"honduras_salvador_rojo_2015_39",28370,"Gualcho","paquete 23","Amadeus 77","MHR 311-17","ALS 0532-6","Citala","M",43,NA,-89.1707906,14.3166818,"2015-10-16","2015-12-18","No","Yes","medium","C","A","B","A","C","A","C","A","C","A","C","B","C","B","C","B","C","A","Worse","Worse","Better"
"honduras_salvador_rojo_2015_41",28460,"Gualcho","paquete 25","SRS2-36-34","RRH 336-28","Seda","Citala","M",32,NA,-89.1707858,14.3166869,"2015-09-16","2015-12-02","No","Yes","plain","B","A","B","A","B","A",NA,"A",NA,NA,"B","C","B","C","B","C","B","A","Worse","Better","Worse"
"honduras_salvador_rojo_2015_45",28262,"Gualcho","paquete 29","MHR 311-17","SRS2-36-34","RS 909-35","Citala","M",45,NA,-89.1708603,14.3165663,"2015-09-16","2015-12-07","No","Yes","medium","A","C","A","C","A","C","A","C",NA,NA,"A","B","A","B","A","B","A","C","Better","Worse","Worse"
"honduras_salvador_rojo_2015_46",29054,"Los Gutierrez","paquete 30","ALS 0532-6","RS 907-28","Amadeus 77","Dulce Nombre de Maria","F",68,NA,-89.1707766,14.3167057,"2015-09-28","2016-02-08","No","Yes","medium","B","A","B","A","A","C",NA,NA,NA,NA,"C","A","C","A","C","A","C","B","Worse","Worse","Better"
"honduras_salvador_rojo_2015_47",29036,"Los Gutierrez","paquete 33","ALS 0532-6","Amadeus 77","RS 909-35","Dulce Nombre de Maria","M",41,NA,-89.1707184,14.3169743,"2015-09-17","2015-12-11","No","Yes","plain","A","C","A","C","A","B","A","B",NA,NA,"A","C","A","C","A","C","A","B","Better","Better","Worse"
"honduras_salvador_rojo_2015_48",29045,"Los Gutierrez","paquete 34","RS 907-28","SJC 730-79","Seda","Dulces Nombre de Maria","F",38,NA,-89.1706628,14.3170505,"2015-09-14","2015-11-16","No","Yes","plain","B","C","B","C","B","C","B","C",NA,NA,"B","C","B","C","B","C","B","C","Worse","Better","Worse"
"honduras_salvador_rojo_2015_5",21944,"San Francisco Cones","paquete 140","BRT 103- 182","MHR 311-17","SJC 730-79","Sensenti","M",42,NA,-88.92471313,14.51047384,"2015-09-20","2015-12-04","No","Yes","medium","B","A","B","A",NA,NA,"A","C",NA,NA,"B","A","B","A","B","A","B","A","Worse","Better","Worse"
"honduras_salvador_rojo_2015_50",29153,"Los Gutierrez","paquete 36","ALS 0532-6","RS 909-35","MHR 311-17","Dulce Nombre de Maria","M",37,NA,-89.1706664,14.3169942,"2015-09-15","2015-11-30","No","Yes","plain","C","A","C","A",NA,NA,"C","A",NA,NA,"C","A","C","A","C","B","C","A","Worse","Better","Better"
"honduras_salvador_rojo_2015_53",47315,"Azacualpa","paquete 177","RRH 336-28","Seda","Amadeus 77","Ocotepeque","M",65,NA,-89.21173096,14.41207009,"2015-10-10","2015-12-22","No","Yes","medium","A","C","A","C","A","C","A","C",NA,NA,"A","B","B","A","B","A","A","C","Better","Worse","Worse"
"honduras_salvador_rojo_2015_54",47171,"Azacualpa","paquete 190","Seda","RS 909-35","Amadeus 77","Ocotepeque","M",33,NA,-89.20898437,14.41340017,"2015-09-15","2015-11-30","No","Yes","plain","A","C","A","C","A","C","A","C",NA,NA,"A","B","A","C","A","C","A","C","Better","Worse","Worse"
"honduras_salvador_rojo_2015_57",50780,"San Rafael","paquete 153","Amadeus 77","BRT 103- 182","RS 909-35","Ocotepeque","M",43,NA,-89.21928406,14.39677371,"2015-09-20","2015-12-09","No","Yes","plain","A","C","A","C",NA,NA,"A","C","A","C","A","B","A","B","A","B","A","C","Better","Worse","Worse"
"honduras_salvador_rojo_2015_58",50483,"San Rafael","paquete 167","Amadeus 77","Seda","RRH 336-28","Ocotepeque","M",31,NA,-89.21516418,14.39677371,"2015-10-05","2015-12-22","Yes","Yes","plain","A","C","A","C","A","C","A","C","B","C","B","C","B","C",NA,NA,"B","C","Worse","Better","Worse"
"honduras_salvador_rojo_2015_6",21953,"San Francisco Cones","paquete 142","ALS 0532-6","SRS2-36-34","RS 909-35","Sensenti","M",68,NA,-88.92745972,14.51180332,"2015-09-28","2015-12-31","No","Yes","medium","A","C","A","C",NA,NA,NA,NA,NA,NA,"A","C","A","C","A","C","A","C","Better","Worse","Worse"
