id,hhid,adm3,pack,variety_a,variety_b,variety_c,adm1,gender,age,elevation,lon,lat,planting_date,harverst_date,irrigation,fertilization,slope,char_1,best_1,worst_1,char_2,best_2,worst_2,char_3,best_3,worst_3,char_4,best_4,worst_4,char_5,best_5,worst_5,char_6,best_6,worst_6,char_7,best_7,worst_7,char_8,best_8,worst_8,char_9,best_9,worst_9,char_10,local_vs_var_a,local_vs_var_b,local_vs_var_c
honduras_salvador_rojo_2015_124,47612,El Moral,paquete 205,MHR 311-17,SRS2-36-34,RRH 336-28,Sinuapa Ocotepeque,M,35,NA,-89.22409058,14.42803042,2015-10-10,2016-01-15,No,Yes,plain,vigor,C,A,size,C,A,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,C,B,market_value,C,A,taste,C,A,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_125,48026,El Moral,paquete 201,ALS 0532-6,RRH 336-28,RS 909-35,Sinuapa Ocotepeque,M,40,NA,-89.21859741,14.42803042,2015-09-12,2015-12-06,No,Yes,plain,vigor,A,B,size,A,B,pest_resistance,B,A,disease_resistance,B,A,drought_resistance,B,A,yield,B,A,market_value,B,A,taste,B,A,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_126,47405,El Moral,paquete 199,RS 907-28,Amadeus 77,RRH 336-28,Sinuapa Ocotepeque,M,63,NA,-89.20211792,14.42936039,2015-10-15,2015-12-17,No,Yes,medium,vigor,C,B,size,C,B,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,C,A,market_value,B,A,taste,C,A,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_127,48017,El Moral,paquete 202,SRS2-36-34,BRT 103- 182,MHR 311-17,Sinuapa Ocotepeque,M,28,NA,-89.21447754,14.42138042,2015-10-25,2016-03-06,No,Yes,plain,vigor,A,B,size,A,B,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,C,A,market_value,B,C,taste,C,B,overall,C,A,overall_vs_local,Better,Better,Better
honduras_salvador_rojo_2015_128,47900,El Moral,paquete 203,RS 907-28,Amadeus 77,Seda,Sinuapa Ocotepeque,M,47,NA,-89.21585083,14.42670043,2015-10-02,2016-01-12,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,B,A,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,A,C,market_value,A,C,taste,A,C,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_131,47450,El Moral,paquete 198,BRT 103- 182,MHR 311-17,ALS 0532-6,Sinuapa Ocotepeque,F,50,NA,-89.20623779,14.42936039,2015-10-10,2016-01-12,No,No,plain,vigor,B,A,size,B,C,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,A,C,market_value,A,B,taste,A,C,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_132,47531,El Moral,paquete 206,BRT 103- 182,RS 907-28,Amadeus 77,Sinuapa Ocotepeque,F,30,NA,-89.21310425,14.4200504,2015-10-10,2016-01-10,No,Yes,plain,vigor,B,C,size,B,C,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,B,A,market_value,B,A,taste,B,A,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_133,47603,El Moral,paquete 204,RS 909-35,SJC 730-79,ALS 0532-6,Sinuapa Ocotepeque,F,43,NA,-89.2048645,14.41606028,2015-10-10,2016-01-06,No,Yes,medium,vigor,C,A,size,C,B,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,C,A,market_value,C,A,taste,B,A,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_135,47432,El Moral,paquete 212,RRH 336-28,SRS2-36-34,Amadeus 77,Sinuapa Ocotepeque,M,53,NA,-89.20623779,14.42803042,2015-10-10,2016-01-14,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,A,B,market_value,A,C,taste,A,C,overall,A,C,overall_vs_local,Better,Better,Worse
honduras_salvador_rojo_2015_14,22349,San Francisco Cones,paquete 150,RS 909-35,SJC 730-79,BRT 103- 182,Sensenti,F,33,NA,-88.92608643,14.49850815,2015-09-20,2015-11-30,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,NA,NA,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,C,market_value,A,C,taste,NA,NA,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_142,33590,Rodeo,paquete 60,Seda,ALS 0532-6,Amadeus 77,Masahuat,F,56,NA,NA,NA,2015-09-25,2015-12-10,No,Yes,medium,vigor,C,A,size,C,A,pest_resistance,NA,NA,disease_resistance,C,B,drought_resistance,NA,NA,yield,C,B,market_value,B,C,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_143,33608,Rodeo,paquete 61,SRS2-36-34,RS 909-35,SJC 730-79,Masahuat,M,53,NA,NA,NA,2015-09-25,2015-12-09,No,Yes,plain,vigor,A,B,size,A,B,pest_resistance,A,B,disease_resistance,A,B,drought_resistance,NA,NA,yield,A,C,market_value,A,C,taste,C,A,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_144,33617,Rodeo,paquete 62,RS 907-28,BRT 103- 182,RRH 336-28,Masahuat,M,19,734.5074463,-89.39975768,14.18737179,2015-09-25,2015-12-15,No,Yes,medium,vigor,B,C,size,B,C,pest_resistance,B,C,disease_resistance,B,C,drought_resistance,NA,NA,yield,B,A,market_value,A,B,taste,B,A,overall,B,C,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_145,33680,Rodeo,paquete 68,RRH 336-28,SRS2-36-34,RS 909-35,Masahuat,M,31,NA,NA,NA,2015-09-24,2015-12-20,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,NA,NA,disease_resistance,A,C,drought_resistance,NA,NA,yield,C,A,market_value,A,C,taste,B,C,overall,B,C,overall_vs_local,Worse,Worse,Worse
honduras_salvador_rojo_2015_146,33770,Rodeo,paquete 72,Amadeus 77,RS 909-35,RS 907-28,Masahuat,M,35,NA,NA,NA,2015-09-25,2015-12-09,No,Yes,medium,vigor,C,B,size,B,A,pest_resistance,NA,NA,disease_resistance,C,A,drought_resistance,C,A,yield,C,B,market_value,C,B,taste,B,C,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_148,33644,Rodeo,paquete 65,SRS2-36-34,RS 907-28,RRH 336-28,Masahuat,M,42,NA,NA,NA,2015-09-24,2015-12-17,No,Yes,medium,vigor,B,A,size,B,A,pest_resistance,B,A,disease_resistance,B,A,drought_resistance,NA,NA,yield,B,C,market_value,C,B,taste,B,C,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_15,21962,San Francisco Cones,paquete 141,RS 907-28,Seda,RRH 336-28,Sensenti,F,65,NA,-88.92608643,14.50914435,2015-09-11,2015-11-30,No,Yes,plain,vigor,C,A,size,C,A,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,B,C,market_value,B,C,taste,B,A,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_150,33806,Rodeo,paquete 73,BRT 103- 182,Seda,MHR 311-17,Masahuat,M,36,NA,NA,NA,2015-09-27,NA,No,Yes,medium,vigor,B,C,size,B,C,pest_resistance,NA,NA,disease_resistance,B,A,drought_resistance,A,B,yield,B,C,market_value,B,C,taste,B,C,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_151,33752,Rodeo,paquete 71,RRH 336-28,SJC 730-79,SRS2-36-34,Masahuat,M,32,NA,NA,NA,2015-09-26,2015-12-16,No,Yes,medium,vigor,C,A,size,C,A,pest_resistance,C,A,disease_resistance,C,A,drought_resistance,NA,NA,yield,C,B,market_value,C,B,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_152,33662,Rodeo,paquete 69,RS 907-28,Amadeus 77,BRT 103- 182,Masahuat,M,59,NA,NA,NA,2015-09-24,2015-12-13,No,Yes,plain,vigor,A,C,size,B,C,pest_resistance,C,B,disease_resistance,C,A,drought_resistance,B,A,yield,C,B,market_value,C,B,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_154,33824,Rodeo,paquete 74,ALS 0532-6,SJC 730-79,SRS2-36-34,Masahuat,M,77,628.8972168,-89.4070962,14.18828712,2015-09-26,2015-12-03,No,Yes,plain,vigor,B,A,size,C,B,pest_resistance,C,A,disease_resistance,C,A,drought_resistance,C,B,yield,C,B,market_value,C,B,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_157,31961,Chilin de Argueta,paquete 93,SJC 730-79,MHR 311-17,Seda,Masahuat,M,21,NA,NA,NA,2015-09-29,2015-12-28,No,Yes,medium,vigor,B,A,size,B,C,pest_resistance,C,A,disease_resistance,C,A,drought_resistance,NA,NA,yield,C,B,market_value,C,B,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_158,32294,Chilin de Argueta,paquete 103,RS 909-35,RS 907-28,MHR 311-17,Masahuat,M,24,NA,NA,NA,2015-10-02,2015-12-26,No,Yes,medium,vigor,B,A,size,B,A,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,B,C,market_value,B,C,taste,B,C,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_161,31907,Chilin de Argueta,paquete 90,MHR 311-17,SJC 730-79,ALS 0532-6,Masahuat,M,30,NA,NA,NA,2015-10-28,2016-01-12,No,Yes,medium,vigor,B,A,size,B,A,pest_resistance,NA,NA,disease_resistance,B,A,drought_resistance,B,A,yield,B,C,market_value,B,C,taste,B,C,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_163,32276,Chilin de Argueta,paquete 101,Amadeus 77,RRH 336-28,SJC 730-79,Masahuat,M,63,NA,NA,NA,2015-09-21,2015-12-01,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,B,market_value,A,B,taste,A,B,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_164,32186,Chilin de Argueta,paquete 98,Amadeus 77,SRS2-36-34,RRH 336-28,Masahuat,M,23,NA,NA,NA,2015-09-25,2015-12-16,No,Yes,medium,vigor,B,A,size,A,C,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,A,B,market_value,A,B,taste,A,B,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_165,31925,Chilin de Argueta,paquete 91,Amadeus 77,RS 907-28,SRS2-36-34,Masahuat,M,33,NA,NA,NA,2015-09-23,2015-12-06,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,B,market_value,A,B,taste,B,A,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_166,32267,Chilin de Argueta,paquete 100,ALS 0532-6,MHR 311-17,RS 907-28,Masahuat,M,31,NA,NA,NA,2015-09-27,2015-12-08,No,Yes,medium,vigor,B,C,size,B,C,pest_resistance,NA,NA,disease_resistance,B,C,drought_resistance,NA,NA,yield,B,A,market_value,B,A,taste,B,A,overall,B,C,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_167,32069,Chilin de Argueta,paquete 93,SJC 730-79,MHR 311-17,Seda,Masahuat,M,29,NA,NA,NA,2015-09-26,2015-12-09,No,Yes,plain,vigor,C,A,size,C,A,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,C,B,yield,A,C,market_value,A,C,taste,A,C,overall,A,B,overall_vs_local,Better,Worse,Better
honduras_salvador_rojo_2015_168,31943,Chilin de Argueta,paquete 92,RRH 336-28,RS 909-35,BRT 103- 182,Masahuat,M,40,NA,NA,NA,2015-09-27,2015-12-18,No,Yes,medium,vigor,B,C,size,A,C,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,A,B,market_value,A,B,taste,A,B,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_169,32096,Chilin de Argueta,paquete 96,BRT 103- 182,Seda,MHR 311-17,Masahuat,M,35,NA,NA,NA,2015-10-02,2015-12-27,No,Yes,plain,vigor,C,B,size,C,B,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,A,C,yield,C,A,market_value,C,A,taste,C,A,overall,C,B,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_171,32348,Chilin de Argueta,paquete 102,BRT 103- 182,Seda,SRS2-36-34,Masahuat,M,60,NA,NA,NA,2015-10-20,2016-01-08,No,Yes,plain,vigor,A,B,size,A,B,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,B,market_value,A,B,taste,B,A,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_172,31646,Carrizal,paquete 75,RRH 336-28,Amadeus 77,RS 907-28,Masahuat,M,23,NA,NA,NA,2015-09-26,2015-12-22,No,Yes,medium,vigor,C,A,size,C,A,pest_resistance,C,B,disease_resistance,C,B,drought_resistance,NA,NA,yield,C,A,market_value,C,A,taste,C,A,overall,C,B,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_173,31655,Carrizal,paquete 76,MHR 311-17,RS 909-35,BRT 103- 182,Masahuat,M,20,NA,NA,NA,2015-09-26,2015-12-16,No,Yes,medium,vigor,B,A,size,C,A,pest_resistance,B,A,disease_resistance,B,A,drought_resistance,NA,NA,yield,B,C,market_value,B,C,taste,B,C,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_175,31691,Carrizal,paquete 78,SJC 730-79,RS 907-28,RRH 336-28,Masahuat,M,29,NA,NA,NA,2015-09-26,2015-12-10,No,Yes,plain,vigor,C,A,size,C,A,pest_resistance,C,A,disease_resistance,C,A,drought_resistance,NA,NA,yield,C,B,market_value,C,B,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_177,31718,Carrizal,paquete 80,ALS 0532-6,Seda,MHR 311-17,Masahuat,M,24,NA,NA,NA,2015-09-25,2015-12-06,No,Yes,medium,vigor,B,A,size,B,A,pest_resistance,NA,NA,disease_resistance,B,C,drought_resistance,NA,NA,yield,B,A,market_value,B,A,taste,B,A,overall,B,C,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_178,31727,Carrizal,paquete 81,SJC 730-79,RS 907-28,SRS2-36-34,Masahuat,M,40,NA,NA,NA,2015-09-26,NA,No,Yes,medium,vigor,B,C,size,B,C,pest_resistance,B,A,disease_resistance,B,A,drought_resistance,C,B,yield,C,B,market_value,C,B,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_181,31772,Carrizal,paquete 84,ALS 0532-6,RS 907-28,SJC 730-79,Masahuat,M,36,NA,NA,NA,2015-09-25,2015-12-08,No,Yes,medium,vigor,B,C,size,A,C,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,B,market_value,A,B,taste,A,B,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_182,31790,Carrizal,paquete 85,BRT 103- 182,SRS2-36-34,RRH 336-28,Masahuat,M,33,NA,NA,NA,2015-09-26,2015-12-02,No,Yes,plain,vigor,A,C,size,A,C,pest_resistance,NA,NA,disease_resistance,B,A,drought_resistance,NA,NA,yield,B,C,market_value,B,C,taste,B,C,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_184,31817,Carrizal,paquete 87,ALS 0532-6,Amadeus 77,SJC 730-79,Mansahuat,M,43,NA,NA,NA,2015-09-25,2015-12-10,No,Yes,medium,vigor,A,B,size,A,B,pest_resistance,B,A,disease_resistance,B,A,drought_resistance,NA,NA,yield,B,A,market_value,B,A,taste,B,A,overall,B,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_185,31826,Carrizal,paquete 88,BRT 103- 182,SRS2-36-34,RS 907-28,Masahuat,M,26,NA,NA,NA,2015-09-25,2015-12-09,No,Yes,plain,vigor,A,C,size,A,C,pest_resistance,NA,NA,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,B,market_value,A,B,taste,A,B,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_186,31862,Carrizal,paquete 89,RS 909-35,Seda,RRH 336-28,Masahuat,M,46,NA,NA,NA,2015-09-26,2015-12-22,No,Yes,medium,vigor,B,C,size,B,C,pest_resistance,NA,NA,disease_resistance,A,B,drought_resistance,A,B,yield,A,C,market_value,B,C,taste,A,C,overall,A,B,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_193,33446,Palo Galan,paquete 111,Amadeus 77,RRH 336-28,BRT 103- 182,Santa Rosa guachipilin,M,47,NA,NA,NA,2015-09-26,2015-12-11,No,Yes,medium,vigor,A,B,size,A,B,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,A,C,yield,A,B,market_value,A,B,taste,A,B,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_2,21881,San Francisco Cones,paquete 137,Seda,MHR 311-17,SJC 730-79,Sensenti,M,42,NA,-88.92814636,14.50183202,2015-09-12,2015-12-02,No,Yes,plain,vigor,C,A,size,C,A,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,C,A,market_value,C,B,taste,C,A,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_21,51608,Veracruz,paquete 154,SJC 730-79,RRH 336-28,Seda,Sinuapa,M,63,NA,-89.33395386,14.45196876,2015-09-13,2015-12-03,No,Yes,medium,vigor,C,A,size,A,C,pest_resistance,NA,NA,disease_resistance,C,A,drought_resistance,C,A,yield,C,A,market_value,C,B,taste,C,A,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_22,51590,Veracruz,paquete 159,RS 909-35,RS 907-28,ALS 0532-6,Sinuapa,M,31,NA,-89.32983398,14.44265971,2015-10-05,2016-01-15,NA,No,plain,vigor,B,A,size,B,A,pest_resistance,B,A,disease_resistance,B,A,drought_resistance,NA,NA,yield,B,A,market_value,B,A,taste,B,A,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_24,51707,Veracruz,paquete 160,Amadeus 77,Seda,BRT 103- 182,Sinuapa,M,27,NA,-89.33532715,14.43734008,2015-10-18,2016-01-11,NA,Yes,plain,vigor,C,A,size,C,B,pest_resistance,C,A,disease_resistance,C,A,drought_resistance,NA,NA,yield,C,A,market_value,B,A,taste,B,C,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_25,30755,San Ramon,paquete 9,RS 909-35,BRT 103- 182,MHR 311-17,Citala,M,54,NA,-89.1707941,14.3166653,2015-09-15,2015-12-12,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,C,market_value,A,C,taste,B,C,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_26,30737,San Ramon,paquete 10,RS 907-28,Seda,Amadeus 77,Citala,F,51,NA,-89.1708074,14.3166343,2015-09-15,2015-12-10,No,Yes,medium,vigor,B,C,size,B,C,pest_resistance,B,C,disease_resistance,B,C,drought_resistance,NA,NA,yield,B,C,market_value,B,C,taste,B,C,overall,B,C,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_27,30773,San Ramon,paquete 11,SJC 730-79,RRH 336-28,SRS2-36-34,Citala,M,49,NA,-89.1708452,14.3165942,2015-09-30,2015-12-09,No,Yes,plain,vigor,A,B,size,A,B,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,C,market_value,A,C,taste,A,C,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_29,30728,San Ramon,paquete 13,MHR 311-17,Seda,Amadeus 77,NA,M,57,NA,-89.1708069,14.3166387,2015-09-18,2015-12-13,No,Yes,plain,vigor,C,A,size,C,A,pest_resistance,C,A,disease_resistance,C,A,drought_resistance,C,A,yield,C,B,market_value,C,B,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Worse
honduras_salvador_rojo_2015_3,21890,San Francisco Cones,paquete 138,RS 907-28,RRH 336-28,ALS 0532-6,Sensenti,F,62,NA,-88.92333984,14.50116725,2015-10-12,2015-12-30,No,Yes,medium,vigor,C,A,size,C,A,pest_resistance,NA,NA,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,C,B,market_value,B,A,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_30,30557,San Ramon,paquete 14,SJC 730-79,RS 907-28,RRH 336-28,Citala,M,44,NA,-89.1708603,14.3165663,2015-09-30,2015-11-25,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,C,market_value,A,C,taste,A,C,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_31,28325,Gualcho,paquete 15,SRS2-36-34,RS 909-35,BRT 103- 182,La Palma,M,54,NA,-89.1707783,14.3166909,2015-09-17,2015-12-16,No,Yes,medium,vigor,C,B,size,C,B,pest_resistance,C,A,disease_resistance,C,A,drought_resistance,C,A,yield,C,B,market_value,B,C,taste,B,C,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_32,28334,Gualcho,paquete 16,ALS 0532-6,Seda,MHR 311-17,Citala,M,65,NA,-89.170806,14.3166402,2015-09-20,2015-12-08,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,A,B,disease_resistance,A,B,drought_resistance,NA,NA,yield,C,A,market_value,C,A,taste,C,A,overall,C,B,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_33,28343,Gualcho,paquete 17,RRH 336-28,Amadeus 77,SJC 730-79,Citala,M,49,NA,-89.1708613,14.3165661,2015-09-18,2015-12-14,No,Yes,medium,vigor,B,A,size,B,A,pest_resistance,B,A,disease_resistance,B,A,drought_resistance,B,A,yield,B,C,market_value,C,B,taste,C,B,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_34,28352,Gualcho,paquete 18,BRT 103- 182,SRS2-36-34,RS 907-28,Citala,F,43,NA,-89.170796,14.316667,2015-09-17,2015-11-30,No,Yes,high,vigor,C,A,size,C,A,pest_resistance,C,A,disease_resistance,C,A,drought_resistance,NA,NA,yield,C,B,market_value,C,B,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_36,28271,Gualcho,paquete 20,ALS 0532-6,SJC 730-79,Amadeus 77,Citala,F,43,NA,-89.1708603,14.3165663,2015-09-21,2015-12-13,No,No,medium,vigor,A,C,size,A,C,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,A,C,yield,A,C,market_value,A,C,taste,A,C,overall,A,B,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_39,28370,Gualcho,paquete 23,Amadeus 77,MHR 311-17,ALS 0532-6,Citala,M,43,NA,-89.1707906,14.3166818,2015-10-16,2015-12-18,No,Yes,medium,vigor,C,A,size,B,A,pest_resistance,C,A,disease_resistance,C,A,drought_resistance,C,A,yield,C,B,market_value,C,B,taste,C,B,overall,C,A,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_41,28460,Gualcho,paquete 25,SRS2-36-34,RRH 336-28,Seda,Citala,M,32,NA,-89.1707858,14.3166869,2015-09-16,2015-12-02,No,Yes,plain,vigor,B,A,size,B,A,pest_resistance,B,A,disease_resistance,NA,A,drought_resistance,NA,NA,yield,B,C,market_value,B,C,taste,B,C,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_45,28262,Gualcho,paquete 29,MHR 311-17,SRS2-36-34,RS 909-35,Citala,M,45,NA,-89.1708603,14.3165663,2015-09-16,2015-12-07,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,B,market_value,A,B,taste,A,B,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_46,29054,Los Gutierrez,paquete 30,ALS 0532-6,RS 907-28,Amadeus 77,Dulce Nombre de Maria,F,68,NA,-89.1707766,14.3167057,2015-09-28,2016-02-08,No,Yes,medium,vigor,B,A,size,B,A,pest_resistance,A,C,disease_resistance,NA,NA,drought_resistance,NA,NA,yield,C,A,market_value,C,A,taste,C,A,overall,C,B,overall_vs_local,Worse,Worse,Better
honduras_salvador_rojo_2015_47,29036,Los Gutierrez,paquete 33,ALS 0532-6,Amadeus 77,RS 909-35,Dulce Nombre de Maria,M,41,NA,-89.1707184,14.3169743,2015-09-17,2015-12-11,No,Yes,plain,vigor,A,C,size,A,C,pest_resistance,A,B,disease_resistance,A,B,drought_resistance,NA,NA,yield,A,C,market_value,A,C,taste,A,C,overall,A,B,overall_vs_local,Better,Better,Worse
honduras_salvador_rojo_2015_48,29045,Los Gutierrez,paquete 34,RS 907-28,SJC 730-79,Seda,Dulces Nombre de Maria,F,38,NA,-89.1706628,14.3170505,2015-09-14,2015-11-16,No,Yes,plain,vigor,B,C,size,B,C,pest_resistance,B,C,disease_resistance,B,C,drought_resistance,NA,NA,yield,B,C,market_value,B,C,taste,B,C,overall,B,C,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_5,21944,San Francisco Cones,paquete 140,BRT 103- 182,MHR 311-17,SJC 730-79,Sensenti,M,42,NA,-88.92471313,14.51047384,2015-09-20,2015-12-04,No,Yes,medium,vigor,B,A,size,B,A,pest_resistance,NA,NA,disease_resistance,A,C,drought_resistance,NA,NA,yield,B,A,market_value,B,A,taste,B,A,overall,B,A,overall_vs_local,Worse,Better,Worse
honduras_salvador_rojo_2015_50,29153,Los Gutierrez,paquete 36,ALS 0532-6,RS 909-35,MHR 311-17,Dulce Nombre de Maria,M,37,NA,-89.1706664,14.3169942,2015-09-15,2015-11-30,No,Yes,plain,vigor,C,A,size,C,A,pest_resistance,NA,NA,disease_resistance,C,A,drought_resistance,NA,NA,yield,C,A,market_value,C,A,taste,C,B,overall,C,A,overall_vs_local,Worse,Better,Better
honduras_salvador_rojo_2015_53,47315,Azacualpa,paquete 177,RRH 336-28,Seda,Amadeus 77,Ocotepeque,M,65,NA,-89.21173096,14.41207009,2015-10-10,2015-12-22,No,Yes,medium,vigor,A,C,size,A,C,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,B,market_value,B,A,taste,B,A,overall,A,C,overall_vs_local,Better,Worse,Worse
honduras_salvador_rojo_2015_54,47171,Azacualpa,paquete 190,Seda,RS 909-35,Amadeus 77,Ocotepeque,M,33,NA,-89.20898437,14.41340017,2015-09-15,2015-11-30,No,Yes,plain,vigor,A,C,size,A,C,pest_resistance,A,C,disease_resistance,A,C,drought_resistance,NA,NA,yield,A,B,market_value,A,C,taste,A,C,overall,A,C,overall_vs_local,Better,Worse,Worse
